,path_x,sentence
583,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19294588_8.mp3,Cada versión incluye un conjunto distinto de características mejoradas.
584,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19300172_7.mp3,Ganadería caballar y de reses bravas.
585,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19300547_6.mp3,"Durante la menstruación, la concentración de la flora vaginal declina."
586,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19307610_8.mp3,"Son muy abundantes e inofensivos, habitando en todos los ecosistemas, incluyendo casas de habitación."
587,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19313048_9.mp3,Se distribuye además hacia la duramadre.
588,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19319368_9.mp3,Dignas de mención son sus acuarelas pintadas de la ciudad.
589,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19323234_5.mp3,Y fue preso nuevamente por conspiración contra el imperio.
590,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19334524_5.mp3,En el piso superior hay un mirador con vistas al mar Báltico.
591,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19345324_6.mp3,"Profesa una ideología de liberalismo económico, considerado un partido de centroderecha política."
592,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19345680_6.mp3,Ha existido muy poca investigación sistemática sobre esta lengua o grupo de lenguas.
593,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19345932_6.mp3,Su línea de investigación es la Sociología Militar.
594,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19347779_6.mp3,Algunos historiadores polares creen que Peary honestamente pensó que había llegado al Polo.
595,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19349147_8.mp3,Los vientos provenientes del este proveen humedad que influye en la precipitación.
596,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19349530_5.mp3,Copa de Jordania
597,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19354020_7.mp3,"El edificio fue concebido como un contenedor vacío, casi sin paredes."
598,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19359132_7.mp3,El transportador de rodillos se utiliza en múltiples procesos industriales y en almacenes.
599,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19359246_10.mp3,Ella fue criada posteriormente por su madre.
600,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19359336_6.mp3,Supongo que en la banda.
601,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19359897_10.mp3,"Electric se especializa en gafas de sol, especialmente enfocadas al mundo del deporte."
602,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19365566_6.mp3,"Desde entonces, la economía dominicana ha crecido mientras la economía haitiana ha disminuido."
603,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19365585_7.mp3,Las carreras se celebran allí desde abril hasta mediados de noviembre.
604,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19365698_7.mp3,"Habita en Ghana, Costa de Marfil, República Democrática del Congo y Angola."
605,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19366769_5.mp3,Es la principal fuente del Echo Creek.
606,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19367934_5.mp3,Normalmente sociedades rurales tradicionales.
607,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19367935_9.mp3,Heródoto es el único escritor antiguo que los menciona.
608,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19369771_5.mp3,Este proceso se aplicó a todas las empresas y negocios privados del lugar.
609,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19369922_10.mp3,"Semillas numerosas, ovoides, diminutas."
610,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19370106_9.mp3,"Botánica"" como demostrador."
611,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19372388_7.mp3,En la actualidad depende del vicerrectorado de Estudiantes y Extensión Universitaria.
612,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19372706_10.mp3,"La estación se encuentra localizada en Beacon Street y Harvard Street en Boston, Massachusetts."
613,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19373805_6.mp3,Pero la autoría de a Tácito sobre esta obra ha sido discutida.
614,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19375272_6.mp3,Su centro administrativo es Tijoretsk.
615,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19378534_10.mp3,"Los líderes rebeldes fueron tomados prisioneros y fusilados, excepto Roca."
616,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19378793_7.mp3,"Como resultado del intercambio feroz, Robertson demandó a Campbell por difamación."
617,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19379180_8.mp3,Las semillas sirven de alimento a una gran variedad de aves.
618,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19379948_7.mp3,"Esto ayuda a ahorrar energía, reducir costes, e incrementar la usabilidad y la transparencia."
619,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19381694_8.mp3,"Este museo organiza varias exposiciones temporarias al año, además de conferencias, simposios y disertaciones."
620,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19384887_7.mp3,Destacan sus trabajos sobre la tragedia griega y sobre Shakespeare.
621,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19384953_10.mp3,El modelo utiliza funciones matemáticas inspiradas en las neuronas del cerebro humano.
622,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19384984_10.mp3,Poroshenko no se pronunció respecto a la propuesta del líder independentista.
623,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19387787_9.mp3,Ese nicho estuvo y sigue vacío.
624,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19387915_9.mp3,Todos los cursos de água del municipio son de naturaleza intermitente.
625,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19394435_5.mp3,La vida cultural judía floreció.
626,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19394632_7.mp3,En la tabla central Juan puede ser identificado por su túnica roja.
627,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19396318_10.mp3,Involucraba el uso de bioquímicos en investigación en seres humanos.
628,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19399516_5.mp3,Realizó sus humanidades en el liceo valdiviano.
629,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19404748_10.mp3,Vive en Taiwan.
630,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19405065_5.mp3,La segunda limitación cognitiva Miller discute la capacidad de la memoria.
631,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19405630_9.mp3,"Fundador del diario ""La Comuna"" de Viña del Mar."
632,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19405631_6.mp3,"Cuya asociación deportiva fue el ""Atalanta Boat Club, New York""."
633,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19419379_6.mp3,"Su hijo mayor fue Lucio V. Mansilla, militar y literato."
634,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19424782_5.mp3,España fue el primer país en el que se estrenó comercialmente la película.
635,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19424787_5.mp3,"Posee el sello de calidad de ""Les plus beaux villages de France""."
636,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19424806_10.mp3,Las heridas no eran mortales.
637,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19425430_6.mp3,En esta sección se discuten las definiciones básicas para ello.
638,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19427609_8.mp3,Contrató al mismo agente matrimonial que se encargaba de buscarle marido a Marie.
639,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19430416_9.mp3,Nació en Madrid en el seno de una familia numerosa y acomodada.
640,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19431131_10.mp3,El grafismo tiene una serie de conceptos al combinar elementos entre sí.
641,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19431140_8.mp3,La reglamentación local se basa en el Bando de policía y buen gobierno.
642,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19444140_6.mp3,Su uso está generalmente restringido a infecciones graves en principalmente en pacientes hospitalizados.
643,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19444593_6.mp3,En algunos casos esta feminización es incompleta por lo que pueden aparecer fenotipos intersexuales.
644,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19446537_9.mp3,"Le siguen la ganadería, horticultura y el comercio."
645,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19446979_9.mp3,Fundador del Servicio de Publicaciones de esta Universidad.
646,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19449431_6.mp3,Una atractiva mujer avanza a paso firme por el centro de Santiago.
647,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19449557_5.mp3,"Cuando vio al preso cristiano, se enamoraron mutuamente y acordaron escaparse juntos."
648,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19451951_5.mp3,Se encuentra en las Islas Bounty de Nueva Zelanda.
649,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19457931_9.mp3,Juega de mediocampista central y actualmente no tiene equipo.
650,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19458497_5.mp3,"Ese mismo año interpretó a Carla Vigo en ""Sea of Souls""."
651,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19458546_8.mp3,Los pecíolos y las hojas son pilosos.
652,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19458632_7.mp3,Tata Power: Es una central de carbón.
653,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19460429_8.mp3,"Actualmente toca piano, guitarra, batería, armónica y saxofón."
654,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19461703_5.mp3,Anteriormente se hallaba en los edificios de la antigua Fábrica de Tabacos.
655,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19462956_7.mp3,"Tras la muerte de Sheba, el hospital fue renombrado en su honor."
656,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19463444_6.mp3,Otras versiones están relacionadas con Galway y Belfast.
657,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19463490_5.mp3,Estos documentos entraron a conformar una buena parte de lo almacenado en el archivo.
658,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19465184_10.mp3,"Se volvieron a presentar batalla, se lanzaron de nuevo ladera abajo."
659,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19465371_9.mp3,Esta fecha no necesariamente coincide con la fecha de finalización de clases.
660,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19465999_8.mp3,Quillota Chile.
661,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19467399_8.mp3,Monseñor Cabrera y Bv.
662,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19468697_9.mp3,El itinerario turístico rodea esta sala mediante empinadas escaleras.
663,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19468717_5.mp3,Siempre usa el formato tabloide.
664,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19468738_10.mp3,Producen esporas de forma angulosa.
665,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19468797_10.mp3,Algunas son tan grandes como de un metro de ancho.
666,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19472233_7.mp3,La banda sonora está compuesta por Antonio Escobar.
667,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19472306_10.mp3,Además es miembro de la Academia Nacional de las Ciencias de los Estados Unidos.
668,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19474742_6.mp3,"Actualmente, este cine ya no existe."
669,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19475705_10.mp3,"Kat tiene muchos tatuajes: ""mi vida loca"" en la espalda."
670,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19476031_8.mp3,La diferencia de la tarifa entre autobuses y taxis compartidos disminuyó.
671,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19476047_5.mp3,Artículo en pdf
672,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19478057_7.mp3,La autora se sirve de un espejo para representar el paso del tiempo.
673,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19479902_6.mp3,La Guerra Civil provocó un retraso en la ejecución de los planes.
674,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19480739_9.mp3,Muchos de sus estudiantes tienen especial necesidad debido a discapacidades o graves enfermedades.
675,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19480773_10.mp3,Ha sido internacional con la Selección de baloncesto de Serbia en todas las categorías.
676,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19481841_7.mp3,"Es el dios del silencio, la venganza y la justicia."
677,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19482583_5.mp3,"Él se describe como un ""artesano"" de su oficio."
678,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19483301_8.mp3,Pasan el invierno en ese estadio.
679,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19483577_8.mp3,Fue considerado el pionero del surrealismo en el arte mexicano por varios historiadores especializados.
680,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19483608_10.mp3,Botsuana no tiene embajada en España pero tiene un consulado en Madrid.
681,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19483677_9.mp3,"Desde entonces, más artistas la han grabado."
682,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19484007_5.mp3,Este procedimiento aumentaba la sensibilidad en un orden de magnitud.
683,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19484393_10.mp3,"A diferencia de la navaja, no se puede plegar."
684,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19484815_5.mp3,En casos raros algunas de estas reacciones han sido mortales.
685,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19484858_8.mp3,Su obra ha sido exhibida internacionalmente y sujeto de numerosas publicaciones y premios.
686,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19485199_8.mp3,Es originario de Sudáfrica eb la Provincia del Cabo.
687,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19485681_10.mp3,Diecisiete hombres murieron en las expediciones a la Antártida durante la edad heroica.
688,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19487014_7.mp3,Fue enterrado en Arras.
689,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19487100_7.mp3,"Ha llegado a la conclusión equivocada pero por la razón correcta""."
